d,p,alpha,n,model,A_mode_teacher,B_mode,gamma,g_name,batch_size,n_iter_C_max,oversamp_C,nmse_mean,nmse_std,nmse_count,mse_mean,mse_std,mse_count,baseline_mean,baseline_std,baseline_count,ovA_mean,ovA_std,ovA_count,ovH_mean,ovH_std,ovH_count,corr_s_mean,corr_s_std,corr_s_count,eig_err_B_mean,eig_err_B_std,eig_err_B_count,eig_corr_B_mean,eig_corr_B_std,eig_corr_B_count,wall_seconds_mean,wall_seconds_std,wall_seconds_count
40,6,1.0,40,true,sym_orth_frob,dense,0.0,id,256,12,3,1.0048081282661847,,1,1.924614667892456,,1,1.9154051542282104,,1,0.009642655961215496,,1,0.023252462968230247,,1,0.004191487096250057,,1,0.4539339428863155,,1,0.985512958509847,,1,0.05227994918823242,,1
40,6,1.2,84,true,sym_orth_frob,dense,0.0,id,256,12,3,1.0023056835594648,,1,1.8628818988800049,,1,1.8585965633392334,,1,0.009018676355481148,,1,0.031196268275380135,,1,0.005521044600754976,,1,0.4331040825678414,,1,0.9190292350072263,,1,0.01682114601135254,,1
40,6,1.4,175,true,sym_orth_frob,dense,0.0,id,256,12,3,0.9996816546996702,,1,1.2207428216934204,,1,1.2211315631866455,,1,0.010061713866889477,,1,0.048282768577337265,,1,6.613143341382965e-05,,1,0.46151231032565887,,1,0.9627012105882932,,1,0.017945051193237305,,1
40,6,1.6,366,true,sym_orth_frob,dense,0.0,id,256,12,3,0.994042412617913,,1,1.1263563632965088,,1,1.1331069469451904,,1,0.011957979761064053,,1,0.05428590252995491,,1,0.00019937590695917606,,1,0.7186296654613155,,1,0.7355672071323479,,1,0.023587942123413086,,1
40,6,1.8,765,true,sym_orth_frob,dense,0.0,id,256,12,3,0.9879803698942539,,1,1.0528185367584229,,1,1.0656269788742065,,1,0.010181463323533535,,1,0.03851979598402977,,1,0.015348251909017563,,1,0.7859850200001661,,1,0.7971768951831345,,1,0.03297305107116699,,1
